NiTi crystalline-amorphous nanocomposite,,,NiTi crystalline-amorphous nanocomposite,,,110 nm-grain-size polycrystalline NiTi,,,110 nm-grain-size polycrystalline NiTi,
Superelastic,Fig. 2a,,Plastic,Fig. 2b,,Superelastic,Fig. 2a,,Plastic,Fig. 2b
Compressive strain,Compressive stress (MPa),,Compressive strain,Compressive stress (MPa),,Compressive strain,Compressive stress (MPa),,Compressive strain,Compressive stress (MPa)
,,,0.13901,1260.7224,,,,,0.16518,818.85103
,,,0.139,1258.46872,,,,,0.16517,817.46428
,,,0.13901,1255.99122,,,,,0.16513,816.03188
,,,0.13895,1253.39379,,,,,0.16513,814.55968
,,,0.13891,1251.21391,,,,,0.16509,812.9353
,,,0.13891,1248.76219,,,,,0.16502,811.49037
,,,0.13886,1246.29937,,,,,0.16504,809.95349
,,,0.13877,1244.31489,,,,,0.16499,808.39932
,,,0.13873,1242.73668,,,,,0.16498,806.72769
,,,0.13874,1241.10067,,,,,0.16492,805.15987
,,,0.13873,1238.99345,,,,,0.1649,803.54595
,,,0.13868,1236.99719,,,,,0.16486,801.93792
,,,0.13869,1234.96635,,,,,0.16483,800.34931
,,,0.13872,1232.32636,,,,,0.16483,798.62364
,,,0.13865,1229.61259,,,,,0.16482,796.88105
,,,0.13863,1227.15978,,,,,0.1648,794.98825
,,,0.13857,1224.63745,,,,,0.16473,793.19354
,,,0.13857,1222.39595,,,,,0.1647,791.49232
,,,0.13853,1219.8237,,,,,0.16468,789.72736
,,,0.13845,1217.71076,,,,,0.16466,787.93794
,,,0.13848,1215.58729,,,,,0.16466,786.01948
,,,0.13844,1213.1586,,,,,0.1646,784.13813
,,,0.13844,1210.773,,,,,0.16448,782.48579
,,,0.13846,1207.87228,,,,,0.16448,781.07725
,,,0.13843,1204.78311,,,,,0.16447,779.45659
,,,0.13835,1201.83915,,,,,0.16442,777.7923
,,,0.13831,1199.44287,,,,,0.16442,776.12133
,,,0.13828,1196.84705,,,,,0.16439,774.34129
,,,0.13818,1194.85385,,,,,0.16433,772.68916
,,,0.13822,1192.90196,,,,,0.16428,771.109
,,,0.13817,1190.47253,,,,,0.16427,769.46337
,,,0.13809,1188.60897,,,,,0.1643,767.65813
,,,0.13808,1186.94451,,,,,0.16422,765.8836
,,,0.13812,1184.7052,,,,,0.1642,764.12441
,,,0.13807,1182.24264,,,,,0.16416,762.40016
,,,0.13807,1179.79712,,,,,0.16412,760.70272
,,,0.13799,1177.42652,,,,,0.16413,758.94825
,,,0.13799,1175.38471,,,,,0.16407,757.11047
,,,0.138,1172.69064,,,,,0.16406,755.3125
,,,0.13789,1170.33575,,,,,0.164,753.59923
,,,0.13789,1168.39932,,,,,0.16394,751.97079
,,,0.13792,1165.89142,,,,,0.16391,750.3651
,,,0.13786,1163.28014,,,,,0.1639,748.71628
,,,0.13781,1160.93026,,,,,0.16384,747.1508
,,,0.13776,1158.85924,,,,,0.16381,745.52965
,,,0.13781,1156.43083,,,,,0.16379,743.91622
,,,0.13777,1153.62625,,,,,0.16377,742.20122
,,,0.13772,1151.01978,,,,,0.16373,740.50918
,,,0.13773,1148.4386,,,,,0.1637,738.9094
,,,0.13772,1145.462,,,,,0.1637,737.15411
,,,0.13765,1142.59774,,,,,0.16366,735.29101
,,,0.13755,1140.36002,,,,,0.16359,733.62734
,,,0.13749,1138.6552,,,,,0.16357,731.9872
,,,0.13751,1136.85419,,,,,0.16352,730.32819
,,,0.13744,1134.96164,,,,,0.16352,728.70102
,,,0.13742,1133.37924,,,,,0.16349,726.93343
,,,0.13742,1131.46756,,,,,0.16347,725.23233
,,,0.13744,1129.22937,,,,,0.16341,723.44261
,,,0.13746,1126.40383,,,,,0.16335,721.86234
,,,0.13738,1123.64781,,,,,0.16333,720.30356
,,,0.13729,1121.50161,,,,,0.16332,718.66667
,,,0.13726,1119.67495,,,,,0.1633,716.88593
,,,0.13724,1117.86352,,,,,0.16323,715.25653
,,,0.1372,1116.04636,,,,,0.16317,713.74078
,,,0.13715,1114.36277,,,,,0.16317,712.13812
,,,0.13715,1112.68201,,,,,0.1631,710.60444
,,,0.13716,1110.61863,,,,,0.16305,709.21499
,,,0.13712,1108.4236,,,,,0.16302,707.81165
,,,0.13711,1106.28216,,,,,0.16302,706.28333
,,,0.1371,1103.90401,,,,,0.16296,704.79
,,,0.13712,1101.16418,,,,,0.16296,703.24546
,,,0.13704,1098.43583,,,,,0.1629,701.72823
,,,0.13698,1096.17933,,,,,0.16286,700.27039
,,,0.13695,1094.06564,,,,,0.16284,698.75002
,,,0.13692,1091.94619,,,,,0.16282,697.19879
,,,0.13692,1089.70931,,,,,0.16277,695.64558
,,,0.13689,1087.41698,,,,,0.16275,694.11875
,,,0.13689,1085.02676,,,,,0.16274,692.47546
,,,0.13684,1082.45906,,,,,0.16269,690.80733
,,,0.1368,1080.15544,,,,,0.16262,689.26429
,,,0.1368,1077.76462,,,,,0.16262,687.70791
,,,0.13682,1074.94408,,,,,0.16258,686.12772
,,,0.13675,1072.01604,,,,,0.16255,684.54401
,,,0.13661,1069.90832,,,,,0.16253,682.8816
,,,0.13655,1068.62587,,,,,0.1625,681.21329
,,,0.13656,1067.32514,,,,,0.16244,679.66012
,,,0.13662,1065.27396,,,,,0.16241,678.09174
,,,0.13655,1062.86986,,,,,0.16237,676.50519
,,,0.13649,1061.02653,,,,,0.16234,674.94995
,,,0.13655,1058.79832,,,,,0.16229,673.46446
,,,0.13652,1056.1684,,,,,0.16227,671.921
,,,0.13647,1053.65887,,,,,0.16225,670.36545
,,,0.13638,1051.59475,,,,,0.16223,668.72419
,,,0.13636,1049.89287,,,,,0.16216,667.14758
,,,0.13639,1047.80813,,,,,0.16216,665.55167
,,,0.13636,1045.30574,,,,,0.16209,663.96471
,,,0.13625,1043.36075,,,,,0.16207,662.43801
,,,0.1363,1041.45126,,,,,0.16205,660.88505
,,,0.13633,1038.73384,,,,,0.16199,659.34375
,,,0.13627,1035.92453,,,,,0.16194,657.8823
,,,0.13616,1033.72,,,,,0.1619,656.51728
,,,0.13614,1032.01201,,,,,0.16189,655.05862
,,,0.13622,1029.6365,,,,,0.16183,653.63776
,,,0.13621,1026.54671,,,,,0.1618,652.18809
,,,0.13612,1023.68764,,,,,0.16178,650.71537
,,,0.13611,1021.16531,,,,,0.16175,649.18511
,,,0.13609,1018.38307,,,,,0.1617,647.73603
,,,0.13604,1015.72403,,,,,0.16169,646.25252
,,,0.13593,1013.56463,,,,,0.16165,644.73361
,,,0.13592,1011.70954,,,,,0.16159,643.2224
,,,0.13594,1009.56372,,,,,0.16156,641.80355
,,,0.1359,1007.22242,,,,,0.1615,640.41564
,,,0.13588,1004.89545,,,,,0.16145,639.11606
,,,0.13582,1002.63114,,,,,0.16143,637.76801
,,,0.1358,1000.54227,,,,,0.16139,636.45941
,,,0.1358,998.22767,,,,,0.16137,635.11764
,,,0.13577,995.74454,,,,,0.16134,633.68726
,,,0.1357,993.54101,,,,,0.16129,632.2973
,,,0.13564,991.66826,,,,,0.16128,630.85215
,,,0.13563,989.92332,,,,,0.16124,629.38782
,,,0.13564,987.78545,,,,,0.1612,627.93287
,,,0.13564,985.41173,,,,,0.16113,626.58497
,,,0.1356,982.9489,,,,,0.16111,625.28109
,,,0.13556,980.65605,,,,,0.16109,623.87494
,,,0.13554,978.37578,,,,,0.16104,622.4928
,,,0.13553,975.99392,,,,,0.16103,621.05764
,,,0.13552,973.3674,,,,,0.16095,619.68372
,,,0.13543,970.91737,,,,,0.16094,618.38391
,,,0.13542,968.80197,,,,,0.16092,616.93808
,,,0.13539,966.4932,,,,,0.1609,615.45014
,,,0.13536,964.22076,,,,,0.16086,613.95136
,,,0.13533,962.02069,,,,,0.16084,612.42986
,,,0.13536,959.53448,,,,,0.16082,610.8555
,,,0.13535,956.65527,,,,,0.16078,609.29251
,,,0.1353,953.74013,,,,,0.16074,607.69172
,,,0.13519,951.42005,,,,,0.16068,606.19257
,,,0.13515,949.52615,,,,,0.16069,604.6609
,,,0.13516,947.45288,,,,,0.16065,603.04798
,,,0.13516,945.0687,,,,,0.1606,601.47932
,,,0.13513,942.52939,,,,,0.16059,599.86255
,,,0.13501,940.51715,,,,,0.1605,598.40041
,,,0.13501,938.80364,,,,,0.16051,596.90622
,,,0.13495,936.95009,,,,,0.16049,595.31021
,,,0.13496,935.34533,,,,,0.16048,593.60614
,,,0.13497,933.19889,,,,,0.16043,591.90752
,,,0.13494,930.94075,,,,,0.16034,590.39431
,,,0.13492,928.63058,,,,,0.16033,588.95426
,,,0.13488,926.37528,,,,,0.16028,587.44324
,,,0.13483,924.16432,,,,,0.16026,585.99698
,,,0.13475,922.47464,,,,,0.16025,584.36892
,,,0.13479,920.59763,,,,,0.16021,582.69102
,,,0.13476,918.33724,,,,,0.16021,581.0685
,,,0.13472,916.31047,,,,,0.16012,579.50397
,,,0.13469,914.19653,,,,,0.1601,577.99745
,,,0.13468,912.17435,,,,,0.16007,576.43868
,,,0.13471,909.61443,,,,,0.16004,574.91239
,,,0.13465,906.95932,,,,,0.16004,573.24811
,,,0.13459,904.7205,,,,,0.15994,571.69735
,,,0.13456,902.59865,,,,,0.15991,570.24814
,,,0.13453,900.40102,,,,,0.15988,568.79382
,,,0.1345,898.35785,,,,,0.15983,567.29146
,,,0.13449,896.13375,,,,,0.15981,565.89856
,,,0.13445,893.93118,,,,,0.15977,564.41303
,,,0.13442,891.83567,,,,,0.15974,562.98125
,,,0.13438,889.72985,,,,,0.15968,561.53918
,,,0.13436,887.63657,,,,,0.15967,560.11542
,,,0.13434,885.44305,,,,,0.15961,558.73142
,,,0.1343,883.29979,,,,,0.15957,557.33998
,,,0.13428,881.21779,,,,,0.15955,555.93931
,,,0.13422,879.231,,,,,0.15952,554.53548
,,,0.13415,877.54078,,,,,0.15945,553.16872
,,,0.13415,876.01784,,,,,0.15944,551.76361
,,,0.13421,873.86891,,,,,0.15938,550.42293
,,,0.13412,871.50064,,,,,0.15937,549.09915
,,,0.13408,869.63629,,,,,0.15933,547.65579
,,,0.13406,867.70225,,,,,0.15926,546.36938
,,,0.13399,865.98562,,,,,0.1593,544.90397
,,,0.13402,864.19623,,,,,0.15922,543.49224
,,,0.13403,861.98406,,,,,0.15923,542.02371
,,,0.13399,859.57302,,,,,0.15919,540.46188
,,,0.13393,857.43057,,,,,0.15916,538.91273
,,,0.1339,855.43748,,,,,0.15909,537.45139
,,,0.13388,853.42784,,,,,0.15909,535.95678
,,,0.13389,851.20361,,,,,0.15905,534.42753
,,,0.13388,848.62212,,,,,0.159,532.91485
,,,0.13382,846.18455,,,,,0.15897,531.4439
,,,0.13374,844.13155,,,,,0.15898,529.86917
,,,0.13372,842.29658,,,,,0.1589,528.33816
,,,0.1337,840.27657,,,,,0.15889,526.86608
,,,0.13366,838.30353,,,,,0.15889,525.18111
,,,0.13366,836.31909,,,,,0.15881,523.62439
,,,0.13364,834.14458,,,,,0.15878,522.09141
,,,0.13361,831.93622,,,,,0.15871,520.63996
,,,0.13358,829.7228,,,,,0.15866,519.31941
,,,0.13357,827.50411,,,,,0.15864,517.93042
,,,0.13353,825.10257,,,,,0.15861,516.522
,,,0.13345,823.07416,,,,,0.15857,515.14792
,,,0.13343,821.31188,,,,,0.15852,513.78148
,,,0.13341,819.38078,,,,,0.1585,512.41892
,,,0.13335,817.55184,,,,,0.15848,510.95472
,,,0.13335,815.90186,,,,,0.15843,509.54389
,,,0.13336,813.80796,,,,,0.15841,508.12535
,,,0.13335,811.47924,,,,,0.15841,506.57642
,,,0.1333,809.13182,,,,,0.1584,504.94751
,,,0.1332,807.27471,,,,,0.15833,503.32506
,,,0.1332,805.64271,,,,,0.15832,501.75929
,,,0.13323,803.53663,,,,,0.15828,500.12829
,,,0.13319,801.20003,,,,,0.15825,498.50889
,,,0.13311,799.2638,,,,,0.15821,496.90551
,,,0.13312,797.31433,,,,,0.15819,495.3375
,,,0.13312,795.10812,,,,,0.15815,493.69476
,,,0.13315,792.60383,,,,,0.15814,492.07939
,,,0.13315,789.57729,,,,,0.15811,490.35765
,,,0.13299,787.07091,,,,,0.15807,488.70307
,,,0.13295,785.30773,,,,,0.15803,487.08538
,,,0.13293,783.40484,,,,,0.15801,485.45959
,,,0.13294,781.41027,,,,,0.15792,483.87649
,,,0.1329,779.12513,,,,,0.15791,482.41419
,,,0.13285,777.20929,,,,,0.15785,480.85153
,,,0.13287,775.08773,,,,,0.15781,479.36942
,,,0.13284,772.68759,,,,,0.15777,477.91216
,,,0.13271,770.72318,,,,,0.15772,476.56519
,,,0.13273,769.20494,,,,,0.15774,475.07535
,,,0.13273,767.09247,,,,,0.15769,473.53607
,,,0.13272,764.9453,,,,,0.15762,472.10417
,,,0.13267,762.65218,,,,,0.15765,470.60756
,,,0.1326,760.89737,,,,,0.1576,469.01057
,,,0.13263,758.81127,,,,,0.15757,467.47176
,,,0.13254,756.81363,,,,,0.15754,465.85958
,,,0.13252,755.12361,,,,,0.15752,464.2391
,,,0.13247,753.39414,,,,,0.15745,462.68906
,,,0.13252,751.53264,,,,,0.15744,461.17242
,,,0.13248,749.28229,,,,,0.15739,459.62491
,,,0.13243,747.19651,,,,,0.1574,458.01581
,,,0.1324,745.37603,,,,,0.15737,456.33927
,,,0.13237,743.37921,,,,,0.15733,454.6679
,,,0.13233,741.61306,,,,,0.15729,452.97761
,,,0.13233,739.60641,,,,,0.15726,451.39717
,,,0.13224,737.85685,,,,,0.15726,449.67613
,,,0.13229,736.04525,,,,,0.15719,447.98195
,,,0.13228,733.74212,,,,,0.1572,446.30004
,,,0.13226,731.32069,,,,,0.15715,444.56869
,,,0.13221,729.04629,,,,,0.15712,442.88481
,,,0.13219,726.76958,,,,,0.15707,441.22292
,,,0.13214,724.61926,,,,,0.15703,439.63213
,,,0.13214,722.3716,,,,,0.15698,438.06913
,,,0.13203,720.32304,,,,,0.15695,436.47051
,,,0.132,718.68318,,,,,0.15692,434.92676
,,,0.13195,717.08829,,,,,0.15691,433.29686
,,,0.13196,715.47062,,,,,0.15684,431.72436
,,,0.13196,713.53481,,,,,0.15687,430.08869
,,,0.13201,711.17352,,,,,0.15682,428.3774
,,,0.13199,708.4066,,,,,0.1568,426.63132
,,,0.13195,705.74689,,,,,0.15676,424.95013
,,,0.13183,703.45646,,,,,0.15676,423.17967
,,,0.13175,701.84741,,,,,0.15672,421.40566
,,,0.13178,700.16014,,,,,0.15669,419.65791
,,,0.13179,698.04743,,,,,0.15665,417.92495
,,,0.13175,695.85022,,,,,0.15662,416.16875
,,,0.13171,693.76893,,,,,0.15655,414.48187
,,,0.13167,691.70877,,,,,0.15655,412.87279
,,,0.1316,689.9182,,,,,0.15652,411.13725
,,,0.13155,688.39292,,,,,0.15647,409.43255
,,,0.13159,686.73359,,,,,0.15647,407.71832
,,,0.13158,684.6503,,,,,0.15642,406.00948
,,,0.13156,682.45099,,,,,0.1564,404.25017
,,,0.13152,680.25154,,,,,0.15638,402.49075
,,,0.13151,678.13551,,,,,0.15629,400.87238
,,,0.13147,675.92753,,,,,0.15627,399.25369
,,,0.13148,673.6448,,,,,0.15627,397.58871
,,,0.13138,671.39353,,,,,0.15624,395.7958
,,,0.13128,669.92363,,,,,0.15619,394.12192
,,,0.13129,668.46787,,,,,0.15614,392.52089
,,,0.1313,666.657,,,,,0.15611,390.91137
,,,0.1313,664.65242,,,,,0.15607,389.31098
,,,0.13132,662.34939,,,,,0.15608,387.65746
,,,0.13129,659.78484,,,,,0.15606,385.88288
,,,0.13126,657.339,,,,,0.156,384.15374
,,,0.13116,655.07376,,,,,0.15597,382.4965
,,,0.1311,653.43359,,,,,0.15597,380.75234
,,,0.13111,651.61051,,,,,0.1559,379.04808
,,,0.13109,649.57022,,,,,0.15591,377.29583
,,,0.13109,647.43808,,,,,0.15591,375.47085
,,,0.13101,645.32151,,,,,0.15584,373.6353
,,,0.13097,643.5068,,,,,0.1558,371.88589
,,,0.13097,641.64057,,,,,0.15578,370.13035
,,,0.1309,639.8054,,,,,0.15576,368.3542
,,,0.13087,638.18297,,,,,0.15568,366.61637
,,,0.13087,636.47748,,,,,0.15567,364.96909
,,,0.13086,634.55559,,,,,0.15564,363.25612
,,,0.1308,632.68652,,,,,0.15563,361.46247
,,,0.13079,630.88923,,,,,0.15555,359.7757
,,,0.13074,629.03608,,,,,0.15554,358.08704
,,,0.13071,627.35427,,,,,0.15553,356.3732
,,,0.13066,625.6763,,,,,0.1555,354.6129
,,,0.13063,624.15075,,,,,0.15546,352.88754
,,,0.13064,622.52757,,,,,0.15542,351.17391
,,,0.13064,620.58416,,,,,0.15537,349.5639
,,,0.13062,618.52529,,,,,0.15536,347.84009
,,,0.13056,616.57142,,,,,0.15533,346.1236
,,,0.13048,614.94829,,,,,0.15532,344.37696
,,,0.13049,613.39357,,,,,0.15526,342.63563
,,,0.13052,611.45116,,,,,0.15522,340.94446
,,,0.13049,609.3002,,,,,0.15519,339.30967
,,,0.13045,607.18682,,,,,0.15516,337.63394
,,,0.13045,605.04651,,,,,0.15514,335.9634
,,,0.13041,602.77113,,,,,0.15513,334.23969
,,,0.13034,600.69498,,,,,0.15508,332.48376
,,,0.13031,598.98607,,,,,0.15505,330.77842
,,,0.13039,596.68901,,,,,0.155,329.08829
,,,0.13029,594.24696,,,,,0.15496,327.44997
,,,0.13022,592.27342,,,,,0.15492,325.82098
,,,0.13014,590.71271,,,,,0.15489,324.21611
,,,0.13016,589.16417,,,,,0.15486,322.65137
,,,0.13016,587.24585,,,,,0.15484,320.97642
,,,0.1301,585.32925,,,,,0.15483,319.28799
,,,0.13004,583.68914,,,,,0.15478,317.61673
,,,0.13008,581.98341,,,,,0.15474,315.95322
,,,0.13007,579.86633,,,,,0.15471,314.28225
,,,0.13001,577.86551,,,,,0.15466,312.70723
,,,0.12995,576.0557,,,,,0.15462,311.10707
,,,0.12993,574.34107,,,,,0.15461,309.4838
,,,0.12988,572.66943,,,,,0.15461,307.80747
,,,0.1299,570.9964,,,,,0.15457,306.0876
,,,0.1299,568.93594,,,,,0.1545,304.44661
,,,0.12989,566.78663,,,,,0.15446,302.85499
,,,0.12988,564.46675,,,,,0.15449,301.18872
,,,0.12983,562.12161,,,,,0.15448,299.35394
,,,0.12976,560.11792,,,,,0.15445,297.54864
,,,0.12973,558.15043,,,,,0.15439,295.81891
,,,0.12971,556.27443,,,,,0.15439,293.97277
,,,0.12966,554.29889,,,,,0.1543,292.29227
,,,0.12961,552.57529,,,,,0.15429,290.59994
,,,0.12964,550.77049,,,,,0.15426,288.88399
,,,0.12958,548.74324,,,,,0.15425,287.17616
,,,0.1295,547.1285,,,,,0.1542,285.41433
,,,0.12943,545.86996,,,,,0.15416,283.7236
,,,0.12947,544.41882,,,,,0.15413,282.05505
,,,0.12946,542.71028,,,,,0.15407,280.41403
,,,0.12943,540.88536,,,,,0.15405,278.78004
,,,0.12939,539.14906,,,,,0.15401,277.17293
,,,0.12939,537.42539,,,,,0.15397,275.54995
,,,0.12935,535.49336,,,,,0.15396,273.96217
,,,0.12935,533.65079,,,,,0.15389,272.36722
,,,0.12932,531.64239,,,,,0.1539,270.74843
,,,0.12926,529.79844,,,,,0.15382,269.15017
,,,0.12918,528.24277,,,,,0.15385,267.49947
,,,0.12915,526.8934,,,,,0.15377,265.88448
,,,0.12915,525.4276,,,,,0.15377,264.27663
,,,0.12918,523.6493,,,,,0.15375,262.60346
,,,0.1292,521.4525,,,,,0.15371,260.90464
,,,0.12913,519.27002,,,,,0.1537,259.20151
,,,0.12904,517.52963,,,,,0.15365,257.50964
,,,0.12908,515.73058,,,,,0.15359,255.87556
,,,0.12909,513.57968,,,,,0.15359,254.23271
,,,0.12913,510.99633,,,,,0.15355,252.57785
,,,0.12902,508.43805,,,,,0.15354,250.8729
,,,0.12893,506.50517,,,,,0.15349,249.2102
,,,0.12891,504.65031,,,,,0.15346,247.51601
,,,0.12891,502.76464,,,,,0.15341,245.86927
,,,0.12893,500.48751,,,,,0.15338,244.28555
,,,0.12888,498.21714,,,,,0.1534,242.56407
,,,0.12878,496.16217,,,,,0.15335,240.82413
,,,0.12869,494.74424,,,,,0.15328,239.18611
,,,0.12871,493.32555,,,,,0.1533,237.52538
,,,0.12872,491.56557,,,,,0.15323,235.86367
,,,0.12869,489.64941,,,,,0.15321,234.18717
,,,0.12862,487.91593,,,,,0.15315,232.58617
,,,0.12859,486.34242,,,,,0.15313,230.99391
,,,0.12856,484.80703,,,,,0.15311,229.32305
,,,0.12857,483.12359,,,,,0.15303,227.76117
,,,0.12857,481.19061,,,,,0.15304,226.15093
,,,0.12852,479.28376,,,,,0.15301,224.55429
,,,0.12853,477.29252,,,,,0.15294,222.97914
,,,0.12846,475.24533,,,,,0.15292,221.40912
,,,0.1284,473.5906,,,,,0.15287,219.85347
,,,0.12839,471.91416,,,,,0.15287,218.30083
,,,0.12842,470.05908,,,,,0.15282,216.69332
,,,0.12846,467.69342,,,,,0.1528,215.14146
,,,0.12838,465.20332,,,,,0.15276,213.52524
,,,0.12827,463.33486,,,,,0.15274,211.94174
,,,0.1283,461.5257,,,,,0.15272,210.35723
,,,0.12831,459.2816,,,,,0.15271,208.6819
,,,0.12825,457.07008,,,,,0.15267,207.00064
,,,0.12822,455.05046,,,,,0.15264,205.361
,,,0.12824,452.80813,,,,,0.15257,203.72304
,,,0.12814,450.59728,,,,,0.1526,202.05124
,,,0.12805,449.00788,,,,,0.15253,200.35779
,,,0.128,447.56039,,,,,0.15247,198.8073
,,,0.12802,446.10433,,,,,0.15247,197.17019
,,,0.12807,444.11153,,,,,0.15241,195.58882
,,,0.12796,442.15921,,,,,0.15241,193.97887
,,,0.12788,440.70798,,,,,0.15237,192.34011
,,,0.12783,439.45034,,,,,0.15236,190.6973
,,,0.12787,438.09365,,,,,0.1523,189.0897
,,,0.12786,436.38779,,,,,0.15226,187.48024
,,,0.12782,434.64519,,,,,0.15222,185.924
,,,0.12777,433.09958,,,,,0.1522,184.35151
,,,0.12779,431.46989,,,,,0.15215,182.74739
,,,0.12772,429.79697,,,,,0.1521,181.27791
,,,0.12773,428.1408,,,,,0.15212,179.67495
,,,0.12773,426.23022,,,,,0.15203,178.14745
,,,0.12771,424.24823,,,,,0.152,176.69321
,,,0.12771,422.14429,,,,,0.15201,175.11846
,,,0.12766,419.98271,,,,,0.15195,173.55002
,,,0.12762,418.02976,,,,,0.15194,171.99183
,,,0.12761,415.9592,,,,,0.15191,170.40419
,,,0.12758,413.92121,,,,,0.15185,168.84509
,,,0.12758,411.76045,,,,,0.15183,167.29626
,,,0.12752,409.58847,,,,,0.15177,165.80672
,,,0.1275,407.57613,,,,,0.15175,164.33012
,,,0.12747,405.4305,,,,,0.15172,162.78704
,,,0.12743,403.43284,,,,,0.15168,161.29815
,,,0.12734,401.6058,,,,,0.15161,159.84291
,,,0.12731,400.05159,,,,,0.15157,158.42483
,,,0.12726,398.51985,,,,,0.15158,156.97072
,,,0.12725,396.96296,,,,,0.15152,155.50836
,,,0.12726,395.31933,,,,,0.15148,154.07838
,,,0.12722,393.44912,,,,,0.15148,152.61184
,,,0.12711,391.9785,,,,,0.15146,151.09618
,,,0.1271,390.7519,,,,,0.15142,149.55732
,,,0.12714,389.17807,,,,,0.15141,148.00892
,,,0.12713,387.35493,,,,,0.15133,146.50214
,,,0.12704,385.65827,,,,,0.1513,145.02426
,,,0.12701,384.15927,,,,,0.15126,143.58752
,,,0.12701,382.70277,,,,,0.15125,142.11017
,,,0.12706,380.7853,,,,,0.15121,140.59943
,,,0.12699,378.7909,,,,,0.15116,139.13924
,,,0.12697,376.98425,,,,,0.15111,137.72987
,,,0.12699,374.93319,,,,,0.15109,136.31073
,,,0.12696,372.73097,,,,,0.15103,134.9139
,,,0.12685,370.82824,,,,,0.15101,133.5098
,,,0.1268,369.21928,,,,,0.15099,132.09785
,,,0.1268,367.62626,,,,,0.15097,130.63758
,,,0.12683,365.74535,,,,,0.15095,129.14539
,,,0.12681,363.58997,,,,,0.15089,127.68136
,,,0.12672,361.68092,,,,,0.15084,126.27744
,,,0.12672,359.89256,,,,,0.15086,124.79566
,,,0.12668,358.05071,,,,,0.15084,123.29653
,,,0.12667,356.13383,,,,,0.15082,121.72917
,,,0.1266,354.35146,,,,,0.15075,120.19714
,,,0.12654,352.75545,,,,,0.15073,118.75184
,,,0.12658,351.12761,,,,,0.15068,117.24762
,,,0.12656,349.11926,,,,,0.15061,115.83347
,,,0.12644,347.47052,,,,,0.15056,114.47438
,,,0.1264,346.07983,,,,,0.15058,113.05704
,,,0.12641,344.71646,,,,,0.15053,111.61545
,,,0.12644,342.98331,,,,,0.15049,110.1846
,,,0.12639,341.11263,,,,,0.15047,108.75599
,,,0.12628,339.63548,,,,,0.15041,107.34374
,,,0.12628,338.3039,,,,,0.15041,105.90864
,,,0.12635,336.60393,,,,,0.15038,104.47396
,,,0.12636,334.48149,,,,,0.15032,103.04614
,,,0.12631,332.2848,,,,,0.15028,101.63879
,,,0.12627,330.28661,,,,,0.15026,100.24382
,,,0.12623,328.30233,,,,,0.15022,98.83023
,,,0.1262,326.41584,,,,,0.15022,97.39648
,,,0.12614,324.57202,,,,,0.15017,95.90421
,,,0.12613,322.82443,,,,,0.15014,94.46267
,,,0.12615,320.79589,,,,,0.15011,93.00954
,,,0.12609,318.81304,,,,,0.15009,91.54337
,,,0.1261,316.80297,,,,,0.15004,90.10605
,,,0.12605,314.72626,,,,,0.15002,88.65207
,,,0.12598,312.81214,,,,,0.14999,87.19402
,,,0.12593,311.15313,,,,,0.14996,85.74891
,,,0.12594,309.34204,,,,,0.14991,84.31152
,,,0.12583,307.78691,,,,,0.14989,82.86067
,,,0.12586,306.26256,,,,,0.14982,81.45137
,,,0.12585,304.46563,,,,,0.14979,80.08077
,,,0.12583,302.6444,,,,,0.14979,78.65603
,,,0.1258,300.84541,,,,,0.14973,77.23933
,,,0.12576,299.0392,,,,,0.14972,75.83991
,,,0.12568,297.38454,,,,,0.14968,74.41338
,,,0.12564,295.96803,,,,,0.1496,73.02669
,,,0.12566,294.47131,,,,,0.14957,71.70883
,,,0.12566,292.68401,,,,,0.14953,70.37094
,,,0.12563,290.8842,,,,,0.14951,69.04612
,,,0.12556,289.134,,,,,0.14946,67.70786
,,,0.12554,287.59575,,,,,0.14944,66.3875
,,,0.12559,285.70995,,,,,0.14945,64.98648
,,,0.12555,283.74378,,,,,0.14935,63.66189
,,,0.12554,281.72509,,,,,0.14935,62.33526
,,,0.12547,279.77467,,,,,0.14926,61.04085
,,,0.12542,277.98895,,,,,0.14928,59.70931
,,,0.12537,276.36915,,,,,0.14921,58.42416
,,,0.1254,274.60878,,,,,0.14921,57.10292
,,,0.12533,272.8126,,,,,0.14916,55.77218
,,,0.12529,271.2056,,,,,0.14908,54.52735
,,,0.12525,269.58498,,,,,0.14905,53.28485
,,,0.12521,268.10897,,,,,0.14901,52.05273
,,,0.12518,266.61094,,,,,0.14895,50.8549
,,,0.12515,265.20495,,,,,0.14899,49.59502
,,,0.12515,263.68703,,,,,0.1489,48.33545
,,,0.12512,262.11589,,,,,0.14886,47.11103
,,,0.12506,260.57099,,,,,0.14885,45.87391
,,,0.12505,259.14195,,,,,0.14882,44.63589
,,,0.12505,257.52599,,,,,0.14877,43.40812
,,,0.12501,255.91186,,,,,0.14868,42.24077
,,,0.12499,254.32761,,,,,0.14867,41.10194
,,,0.12491,252.83532,,,,,0.14866,39.8795
,,,0.12489,251.41924,,,,,0.1486,38.69109
,,,0.12491,249.92871,,,,,0.14856,37.53096
,,,0.12492,248.19836,,,,,0.14854,36.34415
,,,0.12489,246.38146,,,,,0.14845,35.21087
,,,0.12487,244.55538,,,,,0.14842,34.10985
,,,0.12485,242.73065,,,,,0.1484,32.98983
